"lang" 
{ 
	"Language" "czech" 
	"Tokens" 
	{
		"Citadel_Dashboard_BuildVersion"	"Build {d:buildNumber} – {s:buildTime}"
		"Citadel_ShopFilter_Movement"								"Pohyb"
		"Citadel_ShopFilter_Healing"								"Léčení"
		"Citadel_ShopFilter_Disruption"								"Přerušení"

		"Citadel_ShopStats_Total"									"Celkem"
		"Citadel_ShopStats_Base"									"Základ"
		"Citadel_ShopStats_Starting"								"Do začátku"
		"Citadel_ShopStats_Boons"									"Dary"
		"Citadel_ShopStats_ShopBonuses"								"Bonusy z obchodu"
		"Citadel_ShopStats_Mods"									"Předměty"
		"Citadel_ShopStats_GoldenStatues"							"Zlaté sošky"
		"Citadel_ShopStats_SpiritScaling"							"Spiritualita"

		"Citadel_Shop_ImbueTooltip_Title"							"Vyber schopnost, která má být prodchnuta"
		"Citadel_Shop_ActivePlacementTooltip_Title"					"Vyber slot, do kterého má být umístěna schopnost"
		"Citadel_Shop_ActivePlacementTooltip_Drag"					"Pozice stávajících aktivních schopností můžeš změnit přetažením"	

		"Citadel_Shop_SellMaxItems_Title"							"Všechny sloty jsou plné!"	
		"Citadel_Shop_SellMaxItems_Desc"							"Pro dokončení tohoto nákupu vyber předmět, který bude <span class='highlight'>prodán za poloviční cenu a nahrazen</span>"	
		"Citadel_Shop_SellMaxItems_SellButton"						"Prodat"

		"Citadel_Spectate_Connecting_Title"							"Připojování do zápasu"
		"Citadel_Spectate_Connecting_Buffering"						"Byl jsi připojen do zápasu, teď počkej na vytvoření vyrovnávací paměti."
		"Citadel_Spectate_Connecting_Waiting"						"Počkej prosím, než tě připojíme do zápasu. To může chvilku trvat, protože server musí zahájit vysílání přenosu."
		"Citadel_Spectate_KillsAndDeaths"							"Zabití a úmrtí"
		"Citadel_Spectate_Kills"									"Zabití"
		"Citadel_Spectate_Deaths"									"Úmrtí"

		"Citadel_Ability_IsImbued"									"Prodchnutá"
		"Citadel_ComponentRequired"									"Komponenty:"
		"Citadel_ComponentOwned"									"vlastníš"
		"Citadel_ItemOwnedBy"										"Kdo předmět také vlastní:"
		"Citadel_ItemModifies"										"Co předmět mění"
		"Citadel_ComponentUseIn"									"Je použit v:"
		"Citadel_IsComponentOf"										"Je komponentem:"
		"Citadel_Item_BuildAnnotation"								"{s:mod_annotation}"
		"Citadel_Ability_BuildAnnotation"							"Doporučená další schopnost"

		"Citadel_Friends_WindowTitle"						"Přátelé"
		"Citadel_FriendsCategory_Party"						"Ve skupině"
		"Citadel_FriendsCategory_PartyInvite"				"Pozvaní"
		"Citadel_FriendsCategory_PlayingCitadel"			"Ve hře"
		"Citadel_FriendsCategory_Online"					"Online"
		"Citadel_FriendsCategory_Offline"					"Offline"
		"Citadel_FriendsCategory_Invited"					"Pozvaní"
		"Citadel_FriendsCategory_AlreadyOwned"				"Testující"
		"Citadel_FriendsCategory_Pending"					"Nevyřízení"
		"Citadel_FriendsCategory_SentInvite"				"Žádající"
		"Citadel_FriendsCategory_CanInvite"					"Lze pozvat"
		"Citadel_Friends_Empty"								"Tvůj seznam přátel je prozatím prázdný"
		"Citadel_Friends_Add_Friend_Tooltip"				"Přidat do přátel"
		"Citadel_Friends_Add_Friend_Entry_Placeholder"		"Hledat hráče podle ID"
		"Citadel_Friends_Add_Friend_Your_ID"				"Tvoje ID je: "
		"Citadel_Friends_Friend_Code_Button"				"Přidat do přátel"
		"Citadel_Friends_Play_With_Friends"					"Zahraj si s přáteli"
		"Citadel_Friends_Online"							"<span class=\"OnlineNumber\">{d:friends_online}</span> online"
		"Citadel_Friends_Playing"							"<span class=\"OnlineNumber\">{d:friends_in_game}</span> ve hře"

		"Citadel_InviteFrient_FailedToGetFriends_Title"		"Chyba"
		"Citadel_InviteFrient_FailedToGetFriends_Body"		"Nepodařilo se navázat spojení se sítí hry Deadlock a zjistit, které přátele je možné pozvat. Zkus to později znovu."

		"Citadel_MatchSurvey_NotFun"						"Ani trochu"
		"Citadel_MatchSurvey_KindOfFun"						"Přiměřeně"
		"Citadel_MatchSurvey_SuperFun"						"Naprosto"
		"Citadel_MatchSurvey_Title"							"Dotazník ohledně zápasu"
		"Citadel_MatchSurvey_Submit"						"ODESLAT"
		"Citadel_MatchSurvey_Skip"							"PŘESKOČIT"

		"Citadel_JoinForum_Title"							"Přístup do fóra"
		"Citadel_JoinForum_ErrorTitle"						"Nepodařilo se poskytnout přístup"
		"Citadel_JoinForum_AlreadyClaimedText"				"Tento účet už má přístup do fóra."
		"Citadel_JoinForum_DisabledText"					"Přístup do fóra je z důvodu údržby dočasně zakázán. Zkus to za chvíli znovu."
		"Citadel_JoinForum_EmailUsedText"					"K zadané e-mailové adrese už se váže účet ve fóru. Zadej jinou adresu."
		"Citadel_JoinForum_FailedText"						"Došlo k neočekávané chybě."
		"Citadel_JoinForum_Loading"							"Načítání..."
		"Citadel_JoinForum_Email"							"E-mailová adresa:"
		"Citadel_JoinForum_EmailPlaceholder"				"E-mailová adresa"
		"Citadel_JoinForum_Submit"							"Potvrdit"
		"Citadel_JoinForum_AcctDetails"						"Detaily tvého účtu:"
		"Citadel_JoinForum_Description"						"Ve fóru mohou hráči hlásit chyby a diskutovat o rozličných tématech. Když níže zadáš svoji e-mailovou adresu, vytvoříme ti ve fóru účet."
		"Citadel_JoinForum_FieldEmail"						"E-mailová adresa"
		"Citadel_JoinForum_FieldUsername"					"Uživatelské jméno:"
		"Citadel_JoinForum_FieldPassword"					"Heslo:"
		"Citadel_JoinForum_ChangePassword"					"Pro přístup k účtu ti bylo vygenerováno náhodné heslo."
		"Citadel_JoinForum_CopyTooltip"						"Kopírovat do schránky"
		"Citadel_JoinForum_Copied"							"Zkopírováno!"
		"Citadel_JoinForum_ViewInfo"						"Zobrazit info o přístupu do fóra"

		"Citadel_Play_MatchmakingOfflineTitle"				"Vyhledávání zápasů je uzavřeno"
		"Citadel_Play_MatchmakingOfflineText"				"Vyhledávání zápasů je v tuto chvíli uzavřeno. Podívej se na rozpis testování, kdy bude znovu dostupné."

		"Citadel_Play_BotsOfflineTitle"				"Boti jsou dočasně offline"
		"Citadel_Play_BotsOfflineText"				"Boti jsou dočasně zakázáni. Zkus to později znovu."

		"BotMatchWarning_Title"						"Upozornění ohledně délky zápasů s boty"
		"BotMatchWarning_EarlyGame"					"Boti jsou skvělými společníky k procvičování soubojů, ale mají problém se spoluprácí a útočením na struktury."
		"BotMatchWarning_LateGame"					"Zápasy s nimi mají také tendenci trvat mnohem déle než běžné zápasy. Neboj se tedy převzít iniciativu a zničit jejich patrona!"




		// Book
		//"Citadel_Book_NotEnoughXP"							"This chatper requires {d:unlock_cost} to unlock, but you only have {d:available_unlocks} available. Play more matches to earn more unlocks."
		//"Citadel_Book_NotEnoughXPSingle"					"This chapter requires spending an unlock, but you don't have any currently available. Play more matches to earn more unlocks."
		//"Citadel_Book_NotEnoughXP_Title"					"Inusfficient Unlocks"
		//"Citadel_Book_UnlockXP_Title"						"Unlock Chapter"
		//"Citadel_Book_UnlockXP"								"Would you like to unlock this chapter? This will cost {d:unlock_cost} of your {d:available_unlocks} available unlocks."
		//"Citadel_Book_UnlockXPSingle"						"Would you like to unlock this chapter? This will cost one unlock and you have {d:available_unlocks} available."
		//"Citadel_Book_UnlockItem_Title"						"Unlock Item"
		//"Citadel_Book_UnlockItem"							"Would you unlock this item? This will cost {d:unlock_cost} of your {d:available_unlocks} available unlocks."
		//"Citadel_Book_ComingSoon"							"This section will be added in an future update. Keep checking back for more exciting adventures!"
		//"Citadel_Book_ComingSoon_Title"						"Coming Soon"
		//"Citadel_Book_NotReachable_Title"					"Can't Unlock Yet"
		//"Citadel_Book_NotReachable"							"Earlier chapters must be unlocked before this chapter can be unlocked"
		"Citadel_Book_PrevPage"								"Zpět"
		"Citadel_Book_NextPage"								"Vpřed"
		"Citadel_Book_Pause"								"Pozastavit"
		"Citadel_Book_Play"									"Přehrát"

		// Library
		"Citadel_Library_Title"								"Knihovna"
		"Citadel_Library_Welcome"							"Vítej v knihovně"
		//"Citadel_Library_Description"						"By playing matches, you will earn chapter keys that you can use here to you can explore tales in the world of Deadlock.<br><br>For now, only one book is available: <b>The Binding of Oathkeeper</b>. In time, each hero will have their own story that you will be able to shape - allowing you to put your own fingerprint on the world."
		//"Citadel_Library_Future_Label"						"Future State:"
		//"Citadel_Library_Future_Desc"						"At this point in Friends and Family, the choices you make only impact the narrative itself.  However the long term goal is to make the choices you make tangible in a regular match; either by unique voice lines, cosmetic options, or a combination of the two."
		//"Citadel_Library_ComingSoon"						"Coming Soon"
		//"Citadel_Library_Progress"							"{d:pct_complete}% Complete"
		//"Citadel_Library_AvailableBooks"					"Available Books"
		"Citadel_library_Modal_CTA"							"Jak to funguje?"
"Citadel_Party_PrivateMatch"								"Soukromý zápas"
		"Citadel_Party_MatchMaking"									"Nenáročný zápas"
		"Citadel_Party_MatchMakingRanked"							"Hodnocený zápas"
		"Citadel_Party_PartyPlayer"									"Hráč"
		"Citadel_Party_PartySpectator"								"Divák"
		"Citadel_Party_JoinParty"									"Připojit se do skupiny"
		"Citadel_Party_JoinParty_Extended"							"Připojit se do skupiny s kódem"
		"Citadel_Party_CreateParty_Extended"						"Vytvořit kód skupiny pro sdílení"
		"Citadel_Party_PartyCodeLabel"								"Kód skupiny:"
		"Citadel_Party_PartyCodeHidden"								"(skrytý)"
		"Citadel_Party_InMatchMaking"								"Skupina vyhledává zápas"
		"Citadel_Party_CancelMM"									"Zrušit"
		"Citadel_Party_NotConnectedToGC"							"Nejsi připojený k síti hry Deadlock"
		"Citadel_Party_PlayerLabel"									"Hráč"
		"Citadel_Party_SpectatorLabel"								"Divák"	
		"Citadel_Party_Or"											"Nebo"
		"Citadel_Party_ReadyUp"										"Připravit se"
		"Citadel_Party_RolePlayer"									"Hráč"
		"Citadel_Party_RoleSpectator"								"Divák"	
		"Citadel_Party_CreatePartyTitle"							"Vytváření skupiny"
		"Citadel_Party_CreatePartyText"								"Čekej prosím"
		"Citadel_Party_JoinPartyTitle"								"Připojování do skupiny"
		"Citadel_Party_JoinPartyText"								"Čekej prosím"
		"Citadel_Party_PartyReadyTitle"								"Nastavování připravenosti"
		"Citadel_Party_PartyReadyText"								"Čekej prosím"
		"Citadel_Party_SetTeamTitle"								"Nastavování týmu"
		"Citadel_Party_SetTeamText"									"Čekej prosím"
		"Citadel_Party_LeavePartyTitle"								"Opouštění skupiny"
		"Citadel_Party_LeavePartyText"								"Čekej prosím"
		"Citadel_Party_PartyRoleTitle"								"Měnění role"
		"Citadel_Party_PartyRoleText"								"Čekej prosím"
		"Citadel_Party_KickPlayerTitle"								"Vyhazování hráče"
		"Citadel_Party_KickPlayerText"								"Čekej prosím"
		"Citadel_Party_CancelInviteTitle"							"Rušení pozvánky"
		"Citadel_Party_CancelInviteText"							"Čekej prosím"
		"Citadel_Party_InviteUserTitle"								"Zvaní hráče"
		"Citadel_Party_InviteUserText"								"Čekej prosím"
		"Citadel_Party_SetBotDifficultyTitle"						"Nastavování obtížnosti botů"
		"Citadel_Party_SetBotDifficultyText"						"Čekej prosím"
		"Citadel_Party_SetTeamNameTitle"							"Nastavování jména týmu"
		"Citadel_Party_SetTeamNameText"								"Čekej prosím"
		"Citadel_Party_Context_ReadyUp"								"Připravit se"
		"Citadel_Party_Context_SwitchTeam"							"Změnit tým"
		"Citadel_Party_Context_ClearReady"							"Zrušit připravenost"
		"Citadel_AcceptedInvitation_Title"							"Přijetí pozvánky"
		"Citadel_Party_SetMatchModeTitle"							"Nastavování skupiny"
		"Citadel_Party_SetMatchModeText"							"Počkej prosím, než nastavíme tvoji skupinu."
		"Citadel_AcceptedInvitation_Name"							"{g:citadel_persona:accepted_invitation} přijal tvoji pozvánku."		 
		"Citadel_Party_KickedByTitle"								"Byl jsi vyhozen ze skupiny"
		"Citadel_Party_KickedByText"								"{g:citadel_persona:kicked_by_account} tě vyhodil ze skupiny."
		"Citadel_Party_DraftEndedByTitle"							"Zápas byl zrušen"
		"Citadel_Party_DraftEndedByText"							"{g:citadel_persona:account_id} zrušil zápas."
		"Citadel_Party_MMEndedByTitle"								"Zápas byl zrušen"
		"Citadel_Party_MMEndedByText"								"{g:citadel_persona:account_id} zrušil zápas."
		"Citadel_Party_MatchMakingFailedTitle"						"Nelze zahájit vyhledávání"
		"Citadel_Party_MatchMakingFailedText"						"Nepodařilo se zahájit vyhledávání zápasu pro skupinu. Chyba: {s:matchmaker_error}"
		"Citadel_Party_InvitedToPartyTitle"							"Byl jsi pozván do skupiny"
		"Citadel_Party_InvitedToPartyText"							"{g:citadel_persona:invited_by_account} tě pozval do své skupiny."
		"Citadel_PartyInviteFriend_Title"							"Zvaní online přátel"
		"Citadel_PartyInviteFriend_NoFriends"						"Žádní z tvých přátel momentálně nehrají hru Deadlock."
		"Citadel_PartyInviteFriend_Close"							"Zavřít"
		"Citadel_PartyInviteFriend_Cancel"							"Zrušit"
		"Citadel_PartyInviteFriend_Invite"							"Pozvat"
		"Citadel_PartyInviteFriend_AlreadyMember"					"Už je ve skupině"
		"Citadel_PartyInviteFriend_AlreadyInvited"					"Pozvaný"
		"Citadel_PartyInviteFriend_NotInParty"						"Není ve skupině"
		"Citadel_PartyInviteFriend_InvitesFull"						"Příliš mnoho členů"
		"Citadel_JoinParty_Title"									"Připojení do skupiny"
		"Citadel_JoinParty_Desc"									"Pokud jsi dostal kód skupiny, zadej ho níže."
		"Citadel_JoinParty_Prompt"									"ID skupiny"	
		"Citadel_Party_Invites"										"Pozvánky do skupin"
		"Citadel_PartyStartMatch"									"Zahájit zápas"
		"Citadel_PartyFindMatch"									"Najít zápas"
		"Citadel_Party_CreateEasyBot"								"Vytvoř skupinu a pozvi do ní přátele, se kterými se chceš postavit proti botům na nízkou obtížnost."
		"Citadel_Party_CreateHardBot"								"Vytvoř skupinu a pozvi do ní přátele, se kterými se chceš postavit proti botům na vysokou obtížnost."
		"Citadel_Party_CreateCoopBot"								"Vytvoř skupinu a pozvi do ní přátele, se kterými se chceš postavit proti botům."
		"Citadel_Party_NoParty_Desc"								"Pro vytvoření skupiny pozvi přátele"
		"Citadel_Party_InviteFriends"								"Pozvat přátele"
		"Citadel_Party_LeaveParty"									"Opustit skupinu"
		"Citadel_Party_PlayWithFriends"								"Zahraj si s přáteli"
		"Citadel_Party_MatchHistory"								"Zobrazit historii zápasů"
		"Citadel_Party_InviteFriendTooltip"							"Pozvat přítele do skupiny"
		"Citadel_Party_InviteFriendToParty"							"Pozvat do skupiny"
		"Citadel_Party_InviteFriendToGameTooltip"					"Pozvat tohoto přítele k testování"
		"Citadel_Party_InviteFriendToGameButton"					"Pozvat"
		"Citadel_Party_UnavailableInQueueTooltip"					"Nedostupné, zatímco vyhledáváš zápas"
		"Citadel_Party_AcceptInviteTooltip"							"Přijmout pozvánku"
		"Citadel_Party_AcceptInviteInGameTooltip"					"Odejít ze zápasu a přijmout pozvánku"
		"Citadel_Party_DisabledInPartyTooltip"						"Zatímco jsi ve skupině, nemůžeš přijímat pozvánky"
		"Citadel_Party_DisabledInMMTooltip"							"Zatímco vyhledáváš zápas, nemůžeš přijímat pozvánky"
		"Citadel_Party_DeclineInviteTooltip"						"Odmítnout pozvánku"
		"Citadel_Party_OutOfDateClientTooltip"						"Hra je zastaralá"
		"Citadel_Party_InviteSent"									"Pozvánka byla odeslána"

		"Citadel_RosterMode_Party_Matchmaking"						"Skupinové vyhledávání zápasu"
		"Citadel_RosterMode_Party_CoopBotMM"						"Skupinové vyhledávání kooperativního zápasu s boty"
		"Citadel_RosterMode_Party_PrivateBotEasy"					"Skupinový soukromý zápas s boty (nízká obtížnost)"
		"Citadel_RosterMode_Party_PrivateBotMedium"					"Skupinový soukromý zápas s boty (střední obtížnost)"
		"Citadel_RosterMode_Party_PrivateBotHard"					"Skupinový soukromý zápas s boty (vysoká obtížnost)"

		"Citadel_RosterMode_Matchmaking"							"Vyhledávání zápasu"
		"Citadel_RosterMode_CoopBotMM"								"Vyhledávání kooperativního zápasu s boty"
		"Citadel_RosterMode_PrivateBotEasy"							"Soukromý zápas s boty (nízká obtížnost)"
		"Citadel_RosterMode_PrivateBotMedium"						"Soukromý zápas s boty (střední obtížnost)"
		"Citadel_RosterMode_PrivateBotHard"							"Soukromý zápas s boty (vysoká obtížnost)"
		"Citadel_RosterMode_TutorialGuided"							"Tutoriál – řízený zápas"
		"Citadel_RosterMode_TutorialSandbox"						"Tutoriál – zkoušení hrdiny"
		"Citadel_RosterMode_HeroTesting"							"Zkoušení hrdiny"
		//"Citadel_RosterMode_Dev1v1Testing"							"Development 1v1 Testing"
		"Citadel_RosterMode_ChangeHero"								"Změna hrdiny"
		"Citadel_RosterMode_ChangeOpponent"							"Změna hrdiny bota"
		"Citadel_RosterMode_EditRoster"								"Upravit soupisku"

		"Citadel_Roster_HeroCount"									"Hrdinové na soupisce: "
		"Citadel_Roster_PreferredCount_Singular"					"Preferovaný hrdina: "
		"Citadel_Roster_PreferredCount"								"Preferovaní hrdinové: "
		"Citadel_Roster_HighPriorityCount_Singular"					"Vysoce preferovaný hrdina: "
		"Citadel_Roster_HighPriorityCount"							"Vysoce preferovaní hrdinové: "
		"Citadel_Roster_AddToRoster"								"Přidat na soupisku"
		"Citadel_Roster_RemoveFromRoster"							"Odebrat ze soupisky"
		"Citadel_Roster_MakePriority"								"Určit jako preferovaného"
		"Citadel_Roster_MakeHighPriority"							"Určit jako vysoce preferovaného"
		"Citadel_Roster_ClearPriority"								"Zrušit jako preferovaného"
		"Citadel_Roster_HeroLocked"									"Hrdina je uzamčen"
		"Citadel_Roster_NoHeroes"									"Žádný"

		"Citadel_Roster_Instructions_Title"							"Sestavení soupisky"
		"Citadel_Roster_Instructions_Desc"							"Vyber nejméně tři hrdiny, z nichž jeden ti bude automaticky přiřazen na začátku zápasu.<br><br>Hrdiny můžeš na soupisku pouze <span class='selected'><b>přidat</b></span>, ale také je můžeš určit jako <span class='priority'><b>preferované</b></span>, nebo <span class='high_priority'><b>vysoce preferované</b></span>, čímž navýšíš své šance na to, že ti budou přiřazeni."
